File Type,Element Type,Element Name,Suggested Name
.svelte,function,downloadAsSVG,download_as_svg
.py,variable,combined_ids,combined_ids
.py,variable,max_results,max_results
.py,function,_get_user_by_id,_get_user_by_id
.svelte,function,offsetX,offset_x
.svelte,variable,outOfRange,out_of_range
.py,variable,pool_size,pool_size
.ts,variable,reader,reader
.py,variable,cur_config,cur_config
.js,function,_removeAttribute,_remove_attribute
.svelte,variable,normA,norm_a
.js,function,assocPath,assoc_path
.py,class,ComfyUIConfigForm,comfy_uiconfig_form
.js,function,stateCommentEndBang,state_comment_end_bang
.py,function,execute_code,execute_code
.js,variable,es_F,es_f
.js,function,propertyIsEnumerable,property_is_enumerable
.svelte,variable,ENABLE_LDAP,enable_ldap
.js,variable,DOMPurify,dompurify
.js,function,write,write
.svelte,variable,idx,idx
.svelte,variable,TTS_API_KEY,tts_api_key
.ts,variable,getFunctions,get_functions
.py,variable,get_swagger_ui_html,get_swagger_ui_html
.js,function,index_browser_getLine,index_browser_get_line
.py,variable,nested_claims,nested_claims
.js,function,wrap_selectors_onlyOAS3,wrap_selectors_only_oas3
.js,function,parseBody,parse_body
.js,function,isFreelyNamed,is_freely_named
.py,variable,INVALID_PASSWORD,invalid_password
.svelte,variable,disabled,disabled
.svelte,variable,inRange,in_range
.py,variable,account_url,account_url
.py,variable,version,version
.js,variable,parameter_extension,parameter_extension
.svelte,variable,promptsImportInputElement,prompts_import_input_element
.py,variable,full_match,full_match
.ts,function,promptTemplate,prompt_template
.py,function,get_user_ids_from_room,get_user_ids_from_room
.js,variable,_add,_add
.py,variable,arena_models,arena_models
.py,function,convert_response_ollama_to_openai,convert_response_ollama_to_openai
.js,function,_complement,_complement
.js,function,printf,printf
.ts,variable,updateTaskConfig,update_task_config
.py,variable,status_code,status_code
.js,function,_isObject,_is_object
.js,function,readUInt32LE,read_uint32le
.py,class,ConfigForm,config_form
.js,function,unpipe,unpipe
.py,variable,vector_type,vector_type
.py,variable,mock_blob_client,mock_blob_client
.py,variable,auto_bind,auto_bind
.js,variable,handleCombiningKeywords,handle_combining_keywords
.py,function,get_available_voices,get_available_voices
.js,function,skipBulletListMarker,skip_bullet_list_marker
.js,function,update,update
.svelte,variable,onUpdate,on_update
.py,function,get_session,get_session
.py,variable,jwt_token,jwt_token
.svelte,variable,hide,hide
.py,variable,embeddings_dataset,embeddings_dataset
.py,function,_get_docs_info,_get_docs_info
.svelte,variable,downloadModels,download_models
.py,variable,allow_origins,allow_origins
.js,class,Parser,parser
.js,class,Store,store
.js,function,invokeFunc,invoke_func
.py,variable,ipv6_addresses,ipv6_addresses
.svelte,variable,bUserIndex,b_user_index
.ts,variable,getModelFilterConfig,get_model_filter_config
.py,variable,auth_manager_config,auth_manager_config
.js,function,baseKeysIn,base_keys_in
.svelte,variable,downloadImage,download_image
.py,class,Chat,chat
.py,class,UserPermissions,user_permissions
.js,function,initCloneByTag,init_clone_by_tag
.js,function,escapeHtml,escape_html
.svelte,variable,audioContext,audio_context
.js,function,stateTagOpen,state_tag_open
.js,function,extend,extend
.py,function,get_task_config,get_task_config
.svelte,variable,takeScreenshot,take_screenshot
.js,function,destroy,destroy
.svelte,variable,modelSelectorButton,model_selector_button
.py,variable,WEB_SEARCH_ERROR,web_search_error
.py,variable,autocommit,autocommit
.svelte,svelte_prop,idx,idx
.svelte,variable,maxLength,max_length
.py,variable,offset,offset
.py,function,update_chat_tags_by_id,update_chat_tags_by_id
.py,variable,COMFYUI_WORKFLOW,comfyui_workflow
.py,function,set_direct_connections_config,set_direct_connections_config
.py,variable,server,server
.py,variable,encoded_jwt,encoded_jwt
.py,variable,algorithm,algorithm
.py,variable,credentials,credentials
.svelte,variable,loaded,loaded
.js,function,constantSelector,constant_selector
.py,variable,S3_KEY_PREFIX,s3_key_prefix
.svelte,svelte_prop,disabled,disabled
.ts,variable,formattedDate,formatted_date
.js,function,currentProducesFor,current_produces_for
.js,variable,core_components,core_components
.py,function,_wait_for_rate_limit,_wait_for_rate_limit
.svelte,variable,downloadTxt,download_txt
.svelte,variable,saveDefaultModel,save_default_model
.py,variable,container_client,container_client
.svelte,variable,updateRoleHandler,update_role_handler
.svelte,variable,isExpandedUpdateDebounceHandler,is_expanded_update_debounce_handler
.ts,variable,formatFileSize,format_file_size
.py,variable,synchronize_session,synchronize_session
.js,function,forEachNew,for_each_new
.svelte,variable,exportChatsHandler,export_chats_handler
.py,function,convert_ollama_usage_to_openai,convert_ollama_usage_to_openai
.py,variable,bucket_name,bucket_name
.js,function,is_WS_OR_EOL,is_ws_or_eol
.ts,variable,deletePipeline,delete_pipeline
.py,variable,JINA_API_KEY,jina_api_key
.svelte,variable,button,button
.py,variable,login_data,login_data
.svelte,variable,querySettings,query_settings
.ts,variable,picker,picker
.svelte,svelte_prop,onUpdate,on_update
.js,function,_isNumber,_is_number
.py,function,set_cache_control,set_cache_control
.js,function,_xuniqWith,_xuniq_with
.py,variable,lock_name,lock_name
.js,function,unescapeJsonPointerToken,unescape_json_pointer_token
.svelte,svelte_prop,hide,hide
.js,function,_xall,_xall
.js,function,formatKeyValueBySerializationOption,format_key_value_by_serialization_option
.svelte,variable,toggleGlobalHandler,toggle_global_handler
.ts,variable,processResponseContent,process_response_content
.svelte,variable,searchValue,search_value
.py,variable,namespace,namespace
.py,function,get_tool_list,get_tool_list
.py,function,get_ldap_config,get_ldap_config
.svelte,variable,searchPlaceholder,search_placeholder
.py,variable,current_date,current_date
.py,variable,safe_urls,safe_urls
.py,variable,frontend_loader,frontend_loader
.js,function,ensureCanMutateNextListeners,ensure_can_mutate_next_listeners
.js,function,addNumericalSeparator,add_numerical_separator
.py,function,__dict__,__dict__
.py,function,dispatch,dispatch
.py,variable,search_filter,search_filter
.svelte,variable,context,context
.js,function,debounce,debounce
.svelte,variable,toggleNotificationSound,toggle_notification_sound
.svelte,variable,_audioChunks,_audio_chunks
.svelte,variable,onMouseUp,on_mouse_up
.py,function,insert_shared_chat_by_chat_id,insert_shared_chat_by_chat_id
.js,function,baseUnary,base_unary
.svelte,variable,tippyOptions,tippy_options
.js,function,writeDouble,write_double
.py,variable,collection_names,collection_names
.js,function,splitOnTags,split_on_tags
.py,variable,url,url
.ts,variable,res,res
.py,class,KnowledgeModel,knowledge_model
.py,variable,datetime_expires_at,datetime_expires_at
.py,variable,bytes,bytes
.js,function,setCacheHas,set_cache_has
.py,variable,max_workers,max_workers
.svelte,variable,preset,preset
.py,variable,ENABLE_RAG_WEB_LOADER_SSL_VERIFICATION,enable_rag_web_loader_ssl_verification
.py,function,search_google_pse,search_google_pse
.svelte,variable,groups,groups
.js,function,popCount,pop_count
.svelte,variable,importChats,import_chats
.js,function,constructYamlPairs,construct_yaml_pairs
.js,function,flatMapFactory,flat_map_factory
.svelte,variable,clipboardData,clipboard_data
.svelte,variable,modelFileContent,model_file_content
.svelte,variable,showEmojiInCall,show_emoji_in_call
.ts,variable,template,template
.py,function,import_chat,import_chat
.py,class,TestLocalStorageProvider,test_local_storage_provider
.svelte,variable,showUpdateToast,show_update_toast
.py,variable,upload_folder,upload_folder
.py,variable,existing_folder,existing_folder
.js,function,isPrintable,is_printable
.js,variable,json_schema_5,json_schema_5
.svelte,variable,toggleShowUsername,toggle_show_username
.js,function,utf8FillLast,utf8fill_last
.js,function,hasUnicode,has_unicode
.ts,function,detectFormats,detect_formats
.js,function,VNode,vnode
.py,function,share_chat_by_id,share_chat_by_id
.ts,variable,matches,matches
.py,function,delete_model,delete_model
.py,variable,api_auth,api_auth
.svelte,variable,rankHandler,rank_handler
.svelte,variable,fileBlob,file_blob
.py,variable,update_stmt,update_stmt
.py,variable,connection_app,connection_app
.svelte,variable,fileData,file_data
.py,function,get_admin_user,get_admin_user
.svelte,variable,createAPIKeyHandler,create_apikey_handler
.py,function,get_pipelines_list,get_pipelines_list
.svelte,variable,selectedFileId,selected_file_id
.js,class,ParentSchemaAwareVisitor_ParentSchemaAwareVisitor,parent_schema_aware_visitor_parent_schema_aware_visitor
.js,function,replaceUnsafeChar,replace_unsafe_char
.py,variable,PANDOC_NOT_INSTALLED,pandoc_not_installed
.svelte,variable,togglesScrollOnBranchChange,toggles_scroll_on_branch_change
.svelte,svelte_prop,actions,actions
.js,function,errorListener,error_listener
.js,function,constructYamlInteger,construct_yaml_integer
.svelte,variable,edit,edit
.py,variable,ENABLE_RAG_WEB_SEARCH,enable_rag_web_search
.svelte,variable,showChangelog,show_changelog
.svelte,variable,submitMessage,submit_message
.js,function,server_url_template,server_url_template
.svelte,variable,updateChat,update_chat
.svelte,variable,updateModelId,update_model_id
.svelte,svelte_prop,toggleGlobalHandler,toggle_global_handler
.svelte,svelte_prop,inputPlaceholder,input_placeholder
.svelte,svelte_prop,searchPlaceholder,search_placeholder
.js,function,inherits,inherits
.svelte,variable,navElement,nav_element
.py,function,delete_chat_by_id,delete_chat_by_id
.py,class,ProfileImageUrlForm,profile_image_url_form
.py,class,ChatImportForm,chat_import_form
.js,function,components_HighlightCode,components_highlight_code
.svelte,variable,languages,languages
.py,class,TagChatIdForm,tag_chat_id_form
.svelte,svelte_prop,placement,placement
.py,function,update_audio_config,update_audio_config
.js,function,unicodeWords,unicode_words
.svelte,variable,samplers,samplers
.py,variable,end_length,end_length
.py,variable,pinned,pinned
.svelte,svelte_prop,tippyOptions,tippy_options
.py,variable,CHROMA_DATABASE,chroma_database
.js,function,emitCloseNT,emit_close_nt
.ts,function,getPromptVariables,get_prompt_variables
.py,function,get_files_by_ids,get_files_by_ids
.py,class,ModelsConfigForm,models_config_form
.ts,variable,deleteFolderById,delete_folder_by_id
.py,variable,picture_claim,picture_claim
.js,function,hoistNonReactStatics,hoist_non_react_statics
.ts,variable,lastIndex,last_index
.js,function,ellipsis,ellipsis
.svelte,variable,interval,interval
.svelte,variable,LDAP_SERVER,ldap_server
.svelte,svelte_prop,preset,preset
.js,function,fences,fences
.py,variable,MALICIOUS,malicious
.py,variable,negative_prompt,negative_prompt
.py,class,ToolUserModel,tool_user_model
.svelte,variable,getTags,get_tags
.js,function,makeStack,make_stack
.js,function,isLaziable,is_laziable
.js,function,defaultNegComparator,default_neg_comparator
.py,function,get_user_chat_list_by_tag_name,get_user_chat_list_by_tag_name
.py,variable,SEARXNG_QUERY_URL,searxng_query_url
.py,class,LocalStorageProvider,local_storage_provider
.js,function,prefinish,prefinish
.py,variable,WHISPER_MODEL,whisper_model
.py,variable,oauth_sub,oauth_sub
.ts,variable,chatCompleted,chat_completed
.py,variable,AUTOCOMPLETE_GENERATION_INPUT_MAX_LENGTH,autocomplete_generation_input_max_length
.py,function,test_get_admin_details,test_get_admin_details
.js,variable,isNonEmptyServerList,is_non_empty_server_list
.py,variable,web_loader_args,web_loader_args
.py,function,get_user_api_key_by_id,get_user_api_key_by_id
.js,function,negate,negate
.js,function,makeOrderedSet,make_ordered_set
.ts,variable,shortCodesToEmojis,short_codes_to_emojis
.svelte,svelte_prop,selectedFileId,selected_file_id
.py,function,test_update_profile,test_update_profile
.py,variable,router,router
.js,function,IndexedCollection,indexed_collection
.py,variable,feedbacks,feedbacks
.svelte,variable,selectedTab,selected_tab
.ts,variable,approximateToHumanReadable,approximate_to_human_readable
.ts,variable,getTimeRange,get_time_range
.ts,variable,getToolValvesById,get_tool_valves_by_id
.js,function,hashJSObj,hash_jsobj
.js,function,curry,curry
.svelte,svelte_prop,submitMessage,submit_message
.svelte,variable,_filters,_filters
.js,function,handleNewPropsAndNewState,handle_new_props_and_new_state
.svelte,svelte_prop,updateChat,update_chat
.py,variable,STT_MODEL,stt_model
.svelte,variable,initFolders,init_folders
.py,variable,AUDIO_STT_MODEL,audio_stt_model
.svelte,variable,asyncFunction,async_function
.py,variable,file_body_path,file_body_path
.svelte,variable,initTags,init_tags
.js,function,emptyStack,empty_stack
.svelte,variable,getStartedHandler,get_started_handler
.js,function,stackHas,stack_has
.svelte,variable,prefixId,prefix_id
.js,function,castFixed,cast_fixed
.svelte,variable,cellContent,cell_content
.py,function,set_permissions_policy,set_permissions_policy
.svelte,variable,exp,exp
.js,variable,live_response_Headers,live_response_headers
.js,variable,setScrollTimeoutId,set_scroll_timeout_id
.svelte,variable,classNames,class_names
.py,variable,USER_PERMISSIONS_WORKSPACE_MODELS_ACCESS,user_permissions_workspace_models_access
.py,function,get_function_module_by_id,get_function_module_by_id
.js,function,encodeFormOrQuery,encode_form_or_query
.py,function,get_function_valves_by_id,get_function_valves_by_id
.py,variable,AUDIO_TTS_SPLIT_ON,audio_tts_split_on
.js,function,deflist,deflist
.svelte,variable,feedbackTags,feedback_tags
.js,function,pointerAlreadyInPath,pointer_already_in_path
.svelte,variable,chunk,chunk
.js,function,wrtBigUInt64LE,wrt_big_uint64le
.py,variable,EMOJI_GENERATION,emoji_generation
.svelte,variable,draggable,draggable
.js,variable,initHighlighting,init_highlighting
.py,function,get_global_action_functions,get_global_action_functions
.py,variable,dimension,dimension
.svelte,variable,onReaction,on_reaction
.py,variable,sub_action_id,sub_action_id
.svelte,variable,_inputFiles,_input_files
.svelte,variable,jsContent,js_content
.js,function,lookupGetter,lookup_getter
.py,variable,oauth_roles,oauth_roles
.js,function,some,some
.svelte,function,findNextTemplate,find_next_template
.svelte,variable,currentRow,current_row
.py,variable,enable_dynamic_field,enable_dynamic_field
.py,class,OpenAIChatMessageContent,open_aichat_message_content
.svelte,variable,selectedTheme,selected_theme
.js,function,swap64,swap64
.js,function,isTag,is_tag
.svelte,variable,fileResponse,file_response
.py,class,TTSConfigForm,ttsconfig_form
.js,function,add,add
.svelte,variable,model_id,model_id
.ts,variable,generateAutoCompletion,generate_auto_completion
.py,function,setup_class,setup_class
.js,function,codePointAt,code_point_at
.svelte,variable,createFolder,create_folder
.py,variable,DEFAULT_EMOJI_GENERATION_PROMPT_TEMPLATE,default_emoji_generation_prompt_template
.svelte,variable,containerElement,container_element
.svelte,variable,description,description
.svelte,variable,previewElement,preview_element
.py,class,ModelMeta,model_meta
.svelte,variable,sourcesCollapsible,sources_collapsible
.js,function,nodeStream,node_stream
.ts,function,removeLastWordFromString,remove_last_word_from_string
.js,function,padStart,pad_start
.py,variable,ENABLE_RETRIEVAL_QUERY_GENERATION,enable_retrieval_query_generation
.py,variable,proxy_url,proxy_url
.py,variable,middle_length,middle_length
.svelte,svelte_prop,getStartedHandler,get_started_handler
.js,function,baseUrl,base_url
.py,variable,reload,reload
.js,function,HashArrayMapNode,hash_array_map_node
.js,function,grammar,grammar
.py,variable,ws_url,ws_url
.js,function,filterFactory,filter_factory
.svelte,variable,parentMessageId,parent_message_id
.js,function,encodeHex,encode_hex
.py,function,get_api_key,get_api_key
.py,variable,picture,picture
.py,variable,docs_info,docs_info
.svelte,variable,enabled,enabled
.py,variable,half,half
.js,function,deprecateFixMarkup,deprecate_fix_markup
.py,variable,TIKTOKEN_ENCODING_NAME,tiktoken_encoding_name
.py,variable,timestamp,timestamp
.ts,variable,resetVectorDB,reset_vector_db
.py,variable,AZURE_STORAGE_KEY,azure_storage_key
.js,function,bindActionCreator,bind_action_creator
.py,variable,ollama_messages,ollama_messages
.svelte,variable,ollamaConfig,ollama_config
.py,variable,oauth,oauth
.svelte,variable,mermaidHtml,mermaid_html
.py,variable,api_base_url,api_base_url
.py,variable,SERPSTACK_HTTPS,serpstack_https
.ts,variable,getRAGTemplate,get_ragtemplate
.py,variable,logger,logger
.py,variable,client_kwargs,client_kwargs
.py,variable,ENABLE_CHANNELS,enable_channels
.py,variable,hostname,hostname
.py,function,delete_children,delete_children
.svelte,function,getOrDefaultStats,get_or_default_stats
.js,function,_8bit,_8bit
.js,function,stringToArray,string_to_array
.svelte,svelte_prop,onReaction,on_reaction
.ts,variable,getPipelineValvesSpec,get_pipeline_valves_spec
.js,function,emitReadable_,emit_readable_
.js,function,constructYamlNull,construct_yaml_null
.ts,variable,endIndex,end_index
.py,function,load,load
.ts,variable,textArea,text_area
.svelte,function,onResize,on_resize
.ts,variable,scaleConversion,scale_conversion
.ts,variable,decodeTextChunk,decode_text_chunk
.ts,variable,getFunctionValvesById,get_function_valves_by_id
.svelte,svelte_prop,tags,tags
.py,variable,formatted_code,formatted_code
.py,variable,in_memory,in_memory
.py,variable,RAG_TEMPLATE,rag_template
.py,variable,header_setters,header_setters
.svelte,variable,updatePasswordHandler,update_password_handler
.svelte,function,normalizeRMS,normalize_rms
.js,function,valueEncoder,value_encoder
.js,function,validateRnmCallbackResult,validate_rnm_callback_result
.py,variable,INVALID_TOKEN,invalid_token
.js,function,replaceScopedAbbr,replace_scoped_abbr
.py,function,delete_shared_chat_by_chat_id,delete_shared_chat_by_chat_id
.svelte,svelte_prop,custom,custom
.svelte,variable,isInCodeBlock,is_in_code_block
.svelte,variable,profileImageInputElement,profile_image_input_element
.js,function,http_http,http_http
.js,function,trySubscribeSelf,try_subscribe_self
.py,function,get_valid_user_ids,get_valid_user_ids
.svelte,variable,hideHandler,hide_handler
.py,variable,additional_headers,additional_headers
.js,function,readUIntLE,read_uint_le
.py,function,get_prompts_by_user_id,get_prompts_by_user_id
.svelte,variable,_chatId,_chat_id
.svelte,variable,fileContent,file_content
.py,variable,reaction_id,reaction_id
.js,function,checkOffset,check_offset
.svelte,variable,iframeLoadHandler,iframe_load_handler
.ts,variable,attrRegex,attr_regex
.py,function,update_function_user_valves_by_id,update_function_user_valves_by_id
.js,function,productionTypeChecker,production_type_checker
.svelte,variable,timezone,timezone
.js,function,writeInt32BE,write_int32be
.py,variable,LDAP_ATTRIBUTE_FOR_MAIL,ldap_attribute_for_mail
.py,variable,Storage,storage
.py,variable,GOOGLE_CLIENT_ID,google_client_id
.svelte,variable,columns,columns
.py,variable,docs_with_scores,docs_with_scores
.js,function,ifElse,if_else
.js,variable,base32,base32
.svelte,variable,selectedItem,selected_item
.py,variable,exclude,exclude
.py,variable,aws_access_key_id,aws_access_key_id
.py,variable,done,done
.py,variable,system_desc_match_single,system_desc_match_single
.svelte,variable,item,item
.py,variable,status_history,status_history
.js,function,_ObjectMap,_object_map
.py,variable,is_active,is_active
.svelte,svelte_prop,ollamaConfig,ollama_config
.py,function,delete_pipeline,delete_pipeline
.js,function,_create_class,_create_class
.js,function,setSelectedServer,set_selected_server
.svelte,variable,onAddLabel,on_add_label
.svelte,variable,chatInputContainerElement,chat_input_container_element
.svelte,variable,_files,_files
.js,variable,pyodideVersion,pyodide_version
.py,variable,BASE_DIR,base_dir
.js,function,requireLanguage,require_language
.ts,variable,getAdminConfig,get_admin_config
.py,function,search_bocha,search_bocha
.js,function,resolver,resolver
.js,function,clearValidateParams,clear_validate_params
.py,variable,expires_at,expires_at
.py,variable,ENABLE_AUTOCOMPLETE_GENERATION,enable_autocomplete_generation
.ts,variable,currentTimezone,current_timezone
.svelte,variable,searchContainer,search_container
.py,variable,AUDIO_STT_OPENAI_API_KEY,audio_stt_openai_api_key
.py,variable,login_response,login_response
.py,function,get_user_info_by_session_user,get_user_info_by_session_user
.svelte,variable,stopRecording,stop_recording
.js,function,checkIEEE754,check_ieee754
.py,variable,region,region
.js,function,isNotEmpty,is_not_empty
.js,variable,newNode,new_node
.py,variable,tool_dict,tool_dict
.svelte,variable,selectedMessageId,selected_message_id
.py,variable,AUDIO_TTS_MODEL,audio_tts_model
.py,variable,RAG_WEB_SEARCH_FULL_CONTEXT,rag_web_search_full_context
.py,variable,continue_on_failure,continue_on_failure
.js,function,unescapePathComponent,unescape_path_component
.py,variable,Tools,tools
.ts,variable,OPENAI_API_BASE_URL,openai_api_base_url
.py,variable,admin_email,admin_email
.svelte,variable,updateDefaultPermissionsHandler,update_default_permissions_handler
.svelte,function,checkPythonCode,check_python_code
.js,function,List,list
.py,variable,protected_namespaces,protected_namespaces
.svelte,variable,functionsImportInputElement,functions_import_input_element
.py,variable,headless,headless
.py,variable,raw,raw
.svelte,svelte_prop,modelIds,model_ids
.py,function,parse_huggingface_url,parse_huggingface_url
.js,function,newAuthErr,new_auth_err
.ts,function,readPngChunks,read_png_chunks
.ts,variable,finalFileName,final_file_name
.js,function,registerAlias,register_alias
.svelte,variable,initChannels,init_channels
.svelte,variable,minSize,min_size
.js,function,baseIteratee,base_iteratee
.js,function,arrayOrEmpty,array_or_empty
.svelte,variable,updatedUser,updated_user
.js,function,checkArguments,check_arguments
.svelte,variable,tempId,temp_id
.js,function,replaceReducer,replace_reducer
.py,variable,CHUNK_OVERLAP,chunk_overlap
.py,variable,hosts,hosts
.js,function,_addListener,_add_listener
.py,function,get_app_version,get_app_version
.py,variable,knowledge_list,knowledge_list
.py,variable,UNAUTHORIZED,unauthorized
.svelte,variable,svg,svg
.svelte,variable,backgroundImageUrl,background_image_url
.py,function,get_groups,get_groups
.py,function,openai_o1_o3_handler,openai_o1_o3_handler
.py,variable,escaped_title,escaped_title
.py,class,FileMetadataResponse,file_metadata_response
.py,function,get_reraanking_config,get_reraanking_config
.js,function,PhoneMatcher,phone_matcher
.js,function,nReadingNextTick,n_reading_next_tick
.svelte,function,tryParse,try_parse
.svelte,variable,filteredTags,filtered_tags
.svelte,function,onDrop,on_drop
.py,variable,collection_name_with_prefix,collection_name_with_prefix
.py,function,insert_new_file,insert_new_file
.js,variable,check,check
.js,function,lib_normalizeArray,lib_normalize_array
.js,function,isOpeningTag,is_opening_tag
.js,function,DebounceInput,debounce_input
.svelte,variable,onTTSEngineChange,on_ttsengine_change
.svelte,variable,swipeDistance,swipe_distance
.js,function,toTitleCase,to_title_case
.js,function,isEqual,is_equal
.py,function,get_webhook_url,get_webhook_url
.ts,function,removeFirstHashWord,remove_first_hash_word
.py,variable,PDF_EXTRACT_IMAGES,pdf_extract_images
.py,function,proxy,proxy
.js,function,stackDelete,stack_delete
.svelte,variable,pdfExtractImages,pdf_extract_images
.py,variable,help,help
.svelte,variable,selectUp,select_up
.svelte,variable,sendPrompt,send_prompt
.ts,variable,escapedRight,escaped_right
.py,class,DeleteForm,delete_form
.ts,variable,getChannelMessages,get_channel_messages
.svelte,variable,banners,banners
.py,variable,USER_PERMISSIONS_WORKSPACE_PROMPTS_ACCESS,user_permissions_workspace_prompts_access
.py,variable,DATABASE_SCHEMA,database_schema
.ts,variable,updateFunctionById,update_function_by_id
.py,variable,field_conditions,field_conditions
.ts,variable,tools,tools
.js,function,createSubscription,create_subscription
.js,function,buildNestedParams,build_nested_params
.js,function,arrayFilter,array_filter
.py,function,test_models,test_models
.ts,variable,chats,chats
.py,function,chat_web_search_handler,chat_web_search_handler
.py,function,verify_url,verify_url
.svelte,variable,sharedChat,shared_chat
.py,variable,autodetect_encoding,autodetect_encoding
.svelte,variable,updateOllamaHandler,update_ollama_handler
.svelte,variable,APIKey,apikey
.js,function,getLanguage,get_language
.py,class,ModelsTable,models_table
.js,function,replaceHolders,replace_holders
.py,variable,function_module,function_module
.js,function,_class,_class
.js,function,setRetainRequestBodyValueFlag,set_retain_request_body_value_flag
.ts,variable,updateAdminConfig,update_admin_config
.py,variable,MILVUS_TOKEN,milvus_token
.js,function,parameter_builders_query,parameter_builders_query
.svelte,variable,isCmdOrCtrlPressed,is_cmd_or_ctrl_pressed
.svelte,variable,showDocsHandler,show_docs_handler
.py,class,GenerateImageForm,generate_image_form
.py,function,process_chat_response,process_chat_response
.ts,variable,updateRAGConfig,update_ragconfig
.py,function,get_chat_by_id_and_user_id,get_chat_by_id_and_user_id
.js,function,highWaterMarkFrom,high_water_mark_from
.svelte,variable,onConfirm,on_confirm
.py,variable,log_statement,log_statement
.js,function,wrapMapToPropsConstant,wrap_map_to_props_constant
.js,function,Map,map
.svelte,variable,changeA,change_a
.py,variable,DB_NOT_SQLITE,db_not_sqlite
.js,function,stateCommentEndDash,state_comment_end_dash
.svelte,svelte_prop,size,size
.svelte,svelte_prop,svg,svg
.js,variable,cssEscape,css_escape
.js,function,freeze,freeze
.svelte,variable,orderedSet,ordered_set
.py,variable,error_details,error_details
.svelte,variable,_content,_content
.js,function,arraySome,array_some
.svelte,svelte_prop,selectedKnowledge,selected_knowledge
.svelte,variable,updateContent,update_content
.ts,variable,createNewFolder,create_new_folder
.svelte,function,onDragLeave,on_drag_leave
.py,class,AudioConfigUpdateForm,audio_config_update_form
.js,function,Gamma0l,gamma0l
.ts,variable,chatAction,chat_action
.js,function,base16,base16
.ts,variable,deleteUserById,delete_user_by_id
.js,function,createChainableTypeChecker,create_chainable_type_checker
.svelte,variable,shareLocalChat,share_local_chat
.js,function,plugins_layout,plugins_layout
.js,function,ArrayMapNode,array_map_node
.ts,variable,updateOllamaConfig,update_ollama_config
.ts,variable,response,response
.js,function,createCompounder,create_compounder
.py,variable,knowledge_table,knowledge_table
.py,function,reset_knowledge_by_id,reset_knowledge_by_id
.ts,variable,WEBUI_BASE_URL,webui_base_url
.svelte,variable,banner,banner
.ts,variable,SUPPORTED_FILE_EXTENSIONS,supported_file_extensions
.js,function,isOrderedMap,is_ordered_map
.js,function,_checkForMethod,_check_for_method
.js,function,setListBounds,set_list_bounds
.py,variable,USE_OLLAMA_DOCKER,use_ollama_docker
.svelte,variable,modelUploadInputElement,model_upload_input_element
.svelte,svelte_prop,sendPrompt,send_prompt
.py,variable,lowest_version,lowest_version
.svelte,variable,thread,thread
.js,function,inspectNode,inspect_node
.js,function,Seq,seq
.svelte,variable,tagEmbeddings,tag_embeddings
.py,variable,shared_chat_ids,shared_chat_ids
.py,function,get_pipeline_valves_spec,get_pipeline_valves_spec
.ts,variable,videoUrl,video_url
.py,function,oauth_login,oauth_login
.js,function,_xwrap,_xwrap
.js,function,Range,range
.py,class,PeeweeConnectionState,peewee_connection_state
.ts,variable,resetKnowledgeById,reset_knowledge_by_id
.svelte,variable,messageToDelete,message_to_delete
.py,function,_parse_response,_parse_response
.svelte,variable,taskConfig,task_config
.py,variable,update_form,update_form
.py,variable,__user__,__user__
.py,function,get_filtered_results,get_filtered_results
.svelte,function,onModelSelect,on_model_select
.py,variable,branch_labels,branch_labels
.py,variable,ENABLE_CODE_INTERPRETER,enable_code_interpreter
.svelte,function,handleVisibilityChange,handle_visibility_change
.py,function,get_voices,get_voices
.svelte,svelte_prop,onConfirm,on_confirm
.js,function,isLinkClose,is_link_close
.py,function,get_children,get_children
.js,function,required,required
.py,function,get_automatic1111_api_auth,get_automatic1111_api_auth
.py,function,setup_method,setup_method
.ts,variable,parsePngFile,parse_png_file
.svelte,function,generateId,generate_id
.py,variable,RAG_EMBEDDING_MODEL_AUTO_UPDATE,rag_embedding_model_auto_update
.py,variable,query_embedding,query_embedding
.js,function,SwaggerUI,swagger_ui
.js,function,recur,recur
.js,function,pluck,pluck
.svelte,variable,chatInputElement,chat_input_element
.py,variable,AUDIO_TTS_ENGINE,audio_tts_engine
.py,variable,Feedbacks,feedbacks
.svelte,variable,deleteModelHandler,delete_model_handler
.py,variable,USER_COUNT,user_count
.py,function,validate_cors_origin,validate_cors_origin
.js,function,fromHexCode,from_hex_code
.py,variable,seconds,seconds
.svelte,variable,modelTag,model_tag
.py,variable,successful_file_ids,successful_file_ids
.svelte,variable,floatingInput,floating_input
.py,variable,audio,audio
.py,variable,r_score,r_score
.py,variable,tables,tables
.js,function,LazyWrapper,lazy_wrapper
.js,function,encodeArray,encode_array
.js,function,fromByteArray,from_byte_array
.py,variable,metadata_obj,metadata_obj
.svelte,svelte_prop,suggestionPrompts,suggestion_prompts
.py,variable,hours,hours
.js,function,typedArraySupport,typed_array_support
.py,function,healthcheck,healthcheck
.py,variable,return_value,return_value
.js,function,isReactElement,is_react_element
.ts,variable,createNewModel,create_new_model
.ts,variable,charCount,char_count
.py,variable,HTTPAuthorizationCredentials,httpauthorization_credentials
.js,function,isMasked,is_masked
.py,variable,updated_knowledge,updated_knowledge
.svelte,variable,actionIds,action_ids
.py,variable,aquire_func,aquire_func
.py,variable,async_mode,async_mode
.py,class,SignupForm,signup_form
